"", "case","response","order","id","age","male","edu","action","intention","contact","story","action2"
"1","cfaqu",4,2,"96;434",14,0,"Middle School",0,0,1,"aqu",1
"1711","cfaqu",4,31,"96;693",30,0,"Bachelor's Degree",0,0,1,"aqu",1
"1712","cfbur",4,2,"96;693",30,0,"Bachelor's Degree",0,0,1,"bur",1
"1713","cfrub",4,17,"96;693",30,0,"Bachelor's Degree",0,0,1,"rub",1
"1714","cibox",2,1,"96;693",30,0,"Bachelor's Degree",0,1,1,"box",1
"1715","cibur",1,29,"96;693",30,0,"Bachelor's Degree",0,1,1,"bur",1
"1716","cispe",1,24,"96;693",30,0,"Bachelor's Degree",0,1,1,"spe",1
"1717","fkaqu",3,4,"96;693",30,0,"Bachelor's Degree",1,0,0,"aqu",1
"1718","fkboa",4,21,"96;693",30,0,"Bachelor's Degree",1,0,0,"boa",1
"1719","fkbox",4,10,"96;693",30,0,"Bachelor's Degree",1,0,0,"box",1
"1720","fkbur",4,11,"96;693",30,0,"Bachelor's Degree",1,0,0,"bur",1
"1721","fkcar",2,6,"96;693",30,0,"Bachelor's Degree",1,0,0,"car",1
"1722","fkspe",4,14,"96;693",30,0,"Bachelor's Degree",1,0,0,"spe",1
"1723","fkswi",4,19,"96;693",30,0,"Bachelor's Degree",1,0,0,"swi",1
"1724","flboa",4,30,"96;693",30,0,"Bachelor's Degree",0,0,0,"boa",0
"1725","flcar",3,15,"96;693",30,0,"Bachelor's Degree",0,0,0,"car",0
"1726","flche",4,18,"96;693",30,0,"Bachelor's Degree",0,0,0,"che",0
"1727","flsha",4,3,"96;693",30,0,"Bachelor's Degree",0,0,0,"sha",0
"1728","flswi",3,28,"96;693",30,0,"Bachelor's Degree",0,0,0,"swi",0
"1729","ikbox",4,32,"96;693",30,0,"Bachelor's Degree",1,1,0,"box",1
"1730","ikbur",1,20,"96;693",30,0,"Bachelor's Degree",1,1,0,"bur",1
"1731","ikpon",1,13,"96;693",30,0,"Bachelor's Degree",1,1,0,"pon",1
"1732","ikshi",2,16,"96;693",30,0,"Bachelor's Degree",1,1,0,"shi",1
"1733","ikspe",3,5,"96;693",30,0,"Bachelor's Degree",1,1,0,"spe",1
"1734","ilbox",4,23,"96;693",30,0,"Bachelor's Degree",0,1,0,"box",0
"1735","ilche",2,27,"96;693",30,0,"Bachelor's Degree",0,1,0,"che",0
"1736","ilpon",2,22,"96;693",30,0,"Bachelor's Degree",0,1,0,"pon",0
"1737","ilsha",2,12,"96;693",30,0,"Bachelor's Degree",0,1,0,"sha",0
"1738","ilshi",4,7,"96;693",30,0,"Bachelor's Degree",0,1,0,"shi",0
"1739","ilswi",3,9,"96;693",30,0,"Bachelor's Degree",0,1,0,"swi",0
"1740","nfrub",4,26,"96;693",30,0,"Bachelor's Degree",1,0,0,"rub",1
"1741","cfaqu",4,20,"96;699",47,0,"High School Graduate",0,0,1,"aqu",1
"1742","cfbur",1,32,"96;699",47,0,"High School Graduate",0,0,1,"bur",1
"1743","cfrub",1,7,"96;699",47,0,"High School Graduate",0,0,1,"rub",1
"1744","cibox",1,12,"96;699",47,0,"High School Graduate",0,1,1,"box",1
"1745","cibur",1,23,"96;699",47,0,"High School Graduate",0,1,1,"bur",1
"1746","cispe",1,27,"96;699",47,0,"High School Graduate",0,1,1,"spe",1
"1747","fkaqu",4,29,"96;699",47,0,"High School Graduate",1,0,0,"aqu",1
"1748","fkboa",1,11,"96;699",47,0,"High School Graduate",1,0,0,"boa",1
"1749","fkbox",1,22,"96;699",47,0,"High School Graduate",1,0,0,"box",1
"1750","fkbur",4,14,"96;699",47,0,"High School Graduate",1,0,0,"bur",1
"1751","fkcar",7,30,"96;699",47,0,"High School Graduate",1,0,0,"car",1
"1752","fkspe",1,9,"96;699",47,0,"High School Graduate",1,0,0,"spe",1
"1753","fkswi",1,25,"96;699",47,0,"High School Graduate",1,0,0,"swi",1
"1754","flboa",7,2,"96;699",47,0,"High School Graduate",0,0,0,"boa",0
"1755","flcar",4,21,"96;699",47,0,"High School Graduate",0,0,0,"car",0
"1756","flche",1,4,"96;699",47,0,"High School Graduate",0,0,0,"che",0
"1757","flsha",7,28,"96;699",47,0,"High School Graduate",0,0,0,"sha",0
"1758","flswi",4,6,"96;699",47,0,"High School Graduate",0,0,0,"swi",0
"1759","ikbox",1,3,"96;699",47,0,"High School Graduate",1,1,0,"box",1
"1760","ikbur",1,5,"96;699",47,0,"High School Graduate",1,1,0,"bur",1
"1761","ikpon",1,1,"96;699",47,0,"High School Graduate",1,1,0,"pon",1
"1762","ikshi",4,17,"96;699",47,0,"High School Graduate",1,1,0,"shi",1
"1763","ikspe",1,19,"96;699",47,0,"High School Graduate",1,1,0,"spe",1
"1764","ilbox",7,31,"96;699",47,0,"High School Graduate",0,1,0,"box",0
"1765","ilche",1,13,"96;699",47,0,"High School Graduate",0,1,0,"che",0
"1766","ilpon",4,10,"96;699",47,0,"High School Graduate",0,1,0,"pon",0
"1767","ilsha",1,18,"96;699",47,0,"High School Graduate",0,1,0,"sha",0
"1768","ilshi",4,26,"96;699",47,0,"High School Graduate",0,1,0,"shi",0
"1769","ilswi",1,15,"96;699",47,0,"High School Graduate",0,1,0,"swi",0
"1770","nfrub",1,16,"96;699",47,0,"High School Graduate",1,0,0,"rub",1
"1771","cfaqu",6,2,"96;714",27,0,"Some College",0,0,1,"aqu",1
"1772","cfbur",3,31,"96;714",27,0,"Some College",0,0,1,"bur",1
"1773","cfrub",2,16,"96;714",27,0,"Some College",0,0,1,"rub",1
"1774","cibox",4,32,"96;714",27,0,"Some College",0,1,1,"box",1
"1775","cibur",2,4,"96;714",27,0,"Some College",0,1,1,"bur",1
"1776","cispe",1,9,"96;714",27,0,"Some College",0,1,1,"spe",1
"1777","fkaqu",4,29,"96;714",27,0,"Some College",1,0,0,"aqu",1
"1778","fkboa",2,12,"96;714",27,0,"Some College",1,0,0,"boa",1
"1779","fkbox",3,23,"96;714",27,0,"Some College",1,0,0,"box",1
"1780","fkbur",2,22,"96;714",27,0,"Some College",1,0,0,"bur",1
"1781","fkcar",2,27,"96;714",27,0,"Some College",1,0,0,"car",1
"1782","fkspe",2,19,"96;714",27,0,"Some College",1,0,0,"spe",1
"1783","fkswi",3,14,"96;714",27,0,"Some College",1,0,0,"swi",1
"1784","flboa",6,3,"96;714",27,0,"Some College",0,0,0,"boa",0
"1785","flcar",3,18,"96;714",27,0,"Some College",0,0,0,"car",0
"1786","flche",4,15,"96;714",27,0,"Some College",0,0,0,"che",0
"1787","flsha",4,30,"96;714",27,0,"Some College",0,0,0,"sha",0
"1788","flswi",4,5,"96;714",27,0,"Some College",0,0,0,"swi",0
"1789","ikbox",5,1,"96;714",27,0,"Some College",1,1,0,"box",1
"1790","ikbur",1,13,"96;714",27,0,"Some College",1,1,0,"bur",1
"1791","ikpon",4,20,"96;714",27,0,"Some College",1,1,0,"pon",1
"1792","ikshi",4,17,"96;714",27,0,"Some College",1,1,0,"shi",1
"1793","ikspe",3,28,"96;714",27,0,"Some College",1,1,0,"spe",1
"1794","ilbox",4,10,"96;714",27,0,"Some College",0,1,0,"box",0
"1795","ilche",4,6,"96;714",27,0,"Some College",0,1,0,"che",0
"1796","ilpon",4,11,"96;714",27,0,"Some College",0,1,0,"pon",0
"1797","ilsha",3,21,"96;714",27,0,"Some College",0,1,0,"sha",0
"1798","ilshi",4,26,"96;714",27,0,"Some College",0,1,0,"shi",0
"1799","ilswi",3,24,"96;714",27,0,"Some College",0,1,0,"swi",0
"1800","nfrub",4,7,"96;714",27,0,"Some College",1,0,0,"rub",1
"1801","cfaqu",2,31,"96;729",54,0,"Some College",0,0,1,"aqu",1
"1802","cfbur",1,2,"96;729",54,0,"Some College",0,0,1,"bur",1
"1803","cfrub",2,17,"96;729",54,0,"Some College",0,0,1,"rub",1
"1804","cibox",1,1,"96;729",54,0,"Some College",0,1,1,"box",1
"1805","cibur",2,29,"96;729",54,0,"Some College",0,1,1,"bur",1
"1806","cispe",2,24,"96;729",54,0,"Some College",0,1,1,"spe",1
"1807","fkaqu",4,4,"96;729",54,0,"Some College",1,0,0,"aqu",1
"1808","fkboa",3,21,"96;729",54,0,"Some College",1,0,0,"boa",1
"1809","fkbox",4,10,"96;729",54,0,"Some College",1,0,0,"box",1
"1810","fkbur",4,11,"96;729",54,0,"Some College",1,0,0,"bur",1
"1811","fkcar",4,6,"96;729",54,0,"Some College",1,0,0,"car",1
"1812","fkspe",2,14,"96;729",54,0,"Some College",1,0,0,"spe",1
"1813","fkswi",2,19,"96;729",54,0,"Some College",1,0,0,"swi",1
"1814","flboa",5,30,"96;729",54,0,"Some College",0,0,0,"boa",0
"1815","flcar",4,15,"96;729",54,0,"Some College",0,0,0,"car",0
"1816","flche",4,18,"96;729",54,0,"Some College",0,0,0,"che",0
"1817","flsha",4,3,"96;729",54,0,"Some College",0,0,0,"sha",0
"1818","flswi",5,28,"96;729",54,0,"Some College",0,0,0,"swi",0
"1819","ikbox",2,32,"96;729",54,0,"Some College",1,1,0,"box",1
"1820","ikbur",4,20,"96;729",54,0,"Some College",1,1,0,"bur",1
"1821","ikpon",2,13,"96;729",54,0,"Some College",1,1,0,"pon",1
"1822","ikshi",4,16,"96;729",54,0,"Some College",1,1,0,"shi",1
"1823","ikspe",2,5,"96;729",54,0,"Some College",1,1,0,"spe",1
"1824","ilbox",4,23,"96;729",54,0,"Some College",0,1,0,"box",0
"1825","ilche",4,27,"96;729",54,0,"Some College",0,1,0,"che",0
"1826","ilpon",2,22,"96;729",54,0,"Some College",0,1,0,"pon",0
"1827","ilsha",4,12,"96;729",54,0,"Some College",0,1,0,"sha",0
"1828","ilshi",4,7,"96;729",54,0,"Some College",0,1,0,"shi",0
"1829","ilswi",4,9,"96;729",54,0,"Some College",0,1,0,"swi",0
"1830","nfrub",4,26,"96;729",54,0,"Some College",1,0,0,"rub",1
"1831","cfaqu",5,2,"96;741",56,0,"Bachelor's Degree",0,0,1,"aqu",1
"1832","cfbur",5,31,"96;741",56,0,"Bachelor's Degree",0,0,1,"bur",1
"1833","cfrub",5,16,"96;741",56,0,"Bachelor's Degree",0,0,1,"rub",1
"1834","cibox",2,32,"96;741",56,0,"Bachelor's Degree",0,1,1,"box",1
"1835","cibur",5,4,"96;741",56,0,"Bachelor's Degree",0,1,1,"bur",1
"1836","cispe",3,9,"96;741",56,0,"Bachelor's Degree",0,1,1,"spe",1
"1837","fkaqu",5,29,"96;741",56,0,"Bachelor's Degree",1,0,0,"aqu",1
"1838","fkboa",6,12,"96;741",56,0,"Bachelor's Degree",1,0,0,"boa",1
"1839","fkbox",5,23,"96;741",56,0,"Bachelor's Degree",1,0,0,"box",1
"1840","fkbur",3,22,"96;741",56,0,"Bachelor's Degree",1,0,0,"bur",1
"1841","fkcar",5,27,"96;741",56,0,"Bachelor's Degree",1,0,0,"car",1
"1842","fkspe",4,19,"96;741",56,0,"Bachelor's Degree",1,0,0,"spe",1
"1843","fkswi",4,14,"96;741",56,0,"Bachelor's Degree",1,0,0,"swi",1
"1844","flboa",6,3,"96;741",56,0,"Bachelor's Degree",0,0,0,"boa",0
"1845","flcar",5,18,"96;741",56,0,"Bachelor's Degree",0,0,0,"car",0
"1846","flche",5,15,"96;741",56,0,"Bachelor's Degree",0,0,0,"che",0
"1847","flsha",5,30,"96;741",56,0,"Bachelor's Degree",0,0,0,"sha",0
"1848","flswi",5,5,"96;741",56,0,"Bachelor's Degree",0,0,0,"swi",0
"1849","ikbox",6,1,"96;741",56,0,"Bachelor's Degree",1,1,0,"box",1
"1850","ikbur",3,13,"96;741",56,0,"Bachelor's Degree",1,1,0,"bur",1
"1851","ikpon",3,20,"96;741",56,0,"Bachelor's Degree",1,1,0,"pon",1
"1852","ikshi",4,17,"96;741",56,0,"Bachelor's Degree",1,1,0,"shi",1
"1853","ikspe",5,28,"96;741",56,0,"Bachelor's Degree",1,1,0,"spe",1
"1854","ilbox",5,10,"96;741",56,0,"Bachelor's Degree",0,1,0,"box",0
"1855","ilche",5,6,"96;741",56,0,"Bachelor's Degree",0,1,0,"che",0
"1856","ilpon",4,11,"96;741",56,0,"Bachelor's Degree",0,1,0,"pon",0
"1857","ilsha",4,21,"96;741",56,0,"Bachelor's Degree",0,1,0,"sha",0
"1858","ilshi",5,26,"96;741",56,0,"Bachelor's Degree",0,1,0,"shi",0
"1859","ilswi",5,24,"96;741",56,0,"Bachelor's Degree",0,1,0,"swi",0
"1860","nfrub",5,7,"96;741",56,0,"Bachelor's Degree",1,0,0,"rub",1
"1861","cfaqu",3,31,"96;744",52,0,"Some College",0,0,1,"aqu",1
"1862","cfbur",3,2,"96;744",52,0,"Some College",0,0,1,"bur",1
"1863","cfrub",3,17,"96;744",52,0,"Some College",0,0,1,"rub",1
"1864","cibox",2,1,"96;744",52,0,"Some College",0,1,1,"box",1
"1865","cibur",3,29,"96;744",52,0,"Some College",0,1,1,"bur",1
"1866","cispe",2,24,"96;744",52,0,"Some College",0,1,1,"spe",1
"1867","fkaqu",3,4,"96;744",52,0,"Some College",1,0,0,"aqu",1
"1868","fkboa",3,21,"96;744",52,0,"Some College",1,0,0,"boa",1
"1869","fkbox",3,10,"96;744",52,0,"Some College",1,0,0,"box",1
"1870","fkbur",3,11,"96;744",52,0,"Some College",1,0,0,"bur",1
"1871","fkcar",3,6,"96;744",52,0,"Some College",1,0,0,"car",1
"1872","fkspe",3,14,"96;744",52,0,"Some College",1,0,0,"spe",1
"1873","fkswi",3,19,"96;744",52,0,"Some College",1,0,0,"swi",1
"1874","flboa",3,30,"96;744",52,0,"Some College",0,0,0,"boa",0
"1875","flcar",3,15,"96;744",52,0,"Some College",0,0,0,"car",0
"1876","flche",3,18,"96;744",52,0,"Some College",0,0,0,"che",0
"1877","flsha",3,3,"96;744",52,0,"Some College",0,0,0,"sha",0
"1878","flswi",3,28,"96;744",52,0,"Some College",0,0,0,"swi",0
"1879","ikbox",3,32,"96;744",52,0,"Some College",1,1,0,"box",1
"1880","ikbur",3,20,"96;744",52,0,"Some College",1,1,0,"bur",1
"1881","ikpon",3,13,"96;744",52,0,"Some College",1,1,0,"pon",1
"1882","ikshi",3,16,"96;744",52,0,"Some College",1,1,0,"shi",1
"1883","ikspe",3,5,"96;744",52,0,"Some College",1,1,0,"spe",1
"1884","ilbox",2,23,"96;744",52,0,"Some College",0,1,0,"box",0
"1885","ilche",3,27,"96;744",52,0,"Some College",0,1,0,"che",0
"1886","ilpon",4,22,"96;744",52,0,"Some College",0,1,0,"pon",0
"1887","ilsha",3,12,"96;744",52,0,"Some College",0,1,0,"sha",0
"1888","ilshi",3,7,"96;744",52,0,"Some College",0,1,0,"shi",0
"1889","ilswi",3,9,"96;744",52,0,"Some College",0,1,0,"swi",0
"1890","nfrub",3,26,"96;744",52,0,"Some College",1,0,0,"rub",1
"1891","cfaqu",4,20,"96;749",20,0,"Some College",0,0,1,"aqu",1
"1892","cfbur",4,32,"96;749",20,0,"Some College",0,0,1,"bur",1
"1893","cfrub",3,7,"96;749",20,0,"Some College",0,0,1,"rub",1
"1894","cibox",3,12,"96;749",20,0,"Some College",0,1,1,"box",1
"1895","cibur",3,23,"96;749",20,0,"Some College",0,1,1,"bur",1
"1896","cispe",2,27,"96;749",20,0,"Some College",0,1,1,"spe",1
"1897","fkaqu",4,29,"96;749",20,0,"Some College",1,0,0,"aqu",1
"1898","fkboa",4,11,"96;749",20,0,"Some College",1,0,0,"boa",1
"1899","fkbox",4,22,"96;749",20,0,"Some College",1,0,0,"box",1
"1900","fkbur",5,14,"96;749",20,0,"Some College",1,0,0,"bur",1
"1901","fkcar",5,30,"96;749",20,0,"Some College",1,0,0,"car",1
"1902","fkspe",4,9,"96;749",20,0,"Some College",1,0,0,"spe",1
"1903","fkswi",4,25,"96;749",20,0,"Some College",1,0,0,"swi",1
"1904","flboa",6,2,"96;749",20,0,"Some College",0,0,0,"boa",0
"1905","flcar",5,21,"96;749",20,0,"Some College",0,0,0,"car",0
"1906","flche",4,4,"96;749",20,0,"Some College",0,0,0,"che",0
"1907","flsha",4,28,"96;749",20,0,"Some College",0,0,0,"sha",0
"1908","flswi",4,6,"96;749",20,0,"Some College",0,0,0,"swi",0
"1909","ikbox",3,3,"96;749",20,0,"Some College",1,1,0,"box",1
"1910","ikbur",6,5,"96;749",20,0,"Some College",1,1,0,"bur",1
"1911","ikpon",3,1,"96;749",20,0,"Some College",1,1,0,"pon",1
"1912","ikshi",7,17,"96;749",20,0,"Some College",1,1,0,"shi",1
"1913","ikspe",3,19,"96;749",20,0,"Some College",1,1,0,"spe",1
"1914","ilbox",4,31,"96;749",20,0,"Some College",0,1,0,"box",0
"1915","ilche",4,13,"96;749",20,0,"Some College",0,1,0,"che",0
"1916","ilpon",5,10,"96;749",20,0,"Some College",0,1,0,"pon",0
"1917","ilsha",4,18,"96;749",20,0,"Some College",0,1,0,"sha",0
"1918","ilshi",6,26,"96;749",20,0,"Some College",0,1,0,"shi",0
"1919","ilswi",4,15,"96;749",20,0,"Some College",0,1,0,"swi",0
"1920","nfrub",3,16,"96;749",20,0,"Some College",1,0,0,"rub",1
"1921","cfaqu",7,13,"96;756",28,1,"Graduate Degree",0,0,1,"aqu",1
"1922","cfbur",7,1,"96;756",28,1,"Graduate Degree",0,0,1,"bur",1
"1923","cfrub",1,26,"96;756",28,1,"Graduate Degree",0,0,1,"rub",1
"1924","cibox",1,21,"96;756",28,1,"Graduate Degree",0,1,1,"box",1
"1925","cibur",1,10,"96;756",28,1,"Graduate Degree",0,1,1,"bur",1
"1926","cispe",1,6,"96;756",28,1,"Graduate Degree",0,1,1,"spe",1
"1927","fkaqu",7,4,"96;756",28,1,"Graduate Degree",1,0,0,"aqu",1
"1928","fkboa",5,22,"96;756",28,1,"Graduate Degree",1,0,0,"boa",1
"1929","fkbox",1,11,"96;756",28,1,"Graduate Degree",1,0,0,"box",1
"1930","fkbur",7,19,"96;756",28,1,"Graduate Degree",1,0,0,"bur",1
"1931","fkcar",1,3,"96;756",28,1,"Graduate Degree",1,0,0,"car",1
"1932","fkspe",1,24,"96;756",28,1,"Graduate Degree",1,0,0,"spe",1
"1933","fkswi",6,8,"96;756",28,1,"Graduate Degree",1,0,0,"swi",1
"1934","flboa",6,31,"96;756",28,1,"Graduate Degree",0,0,0,"boa",0
"1935","flcar",7,12,"96;756",28,1,"Graduate Degree",0,0,0,"car",0
"1936","flche",4,29,"96;756",28,1,"Graduate Degree",0,0,0,"che",0
"1937","flsha",4,5,"96;756",28,1,"Graduate Degree",0,0,0,"sha",0
"1938","flswi",7,27,"96;756",28,1,"Graduate Degree",0,0,0,"swi",0
"1939","ikbox",1,30,"96;756",28,1,"Graduate Degree",1,1,0,"box",1
"1940","ikbur",1,28,"96;756",28,1,"Graduate Degree",1,1,0,"bur",1
"1941","ikpon",1,32,"96;756",28,1,"Graduate Degree",1,1,0,"pon",1
"1942","ikshi",4,16,"96;756",28,1,"Graduate Degree",1,1,0,"shi",1
"1943","ikspe",1,14,"96;756",28,1,"Graduate Degree",1,1,0,"spe",1
"1944","ilbox",1,2,"96;756",28,1,"Graduate Degree",0,1,0,"box",0
"1945","ilche",3,20,"96;756",28,1,"Graduate Degree",0,1,0,"che",0
"1946","ilpon",3,23,"96;756",28,1,"Graduate Degree",0,1,0,"pon",0
"1947","ilsha",7,15,"96;756",28,1,"Graduate Degree",0,1,0,"sha",0
"1948","ilshi",7,7,"96;756",28,1,"Graduate Degree",0,1,0,"shi",0
"1949","ilswi",7,18,"96;756",28,1,"Graduate Degree",0,1,0,"swi",0
"1950","nfrub",1,17,"96;756",28,1,"Graduate Degree",1,0,0,"rub",1
"1951","cfaqu",7,13,"96;763",20,1,"High School Graduate",0,0,1,"aqu",1
"1952","cfbur",7,1,"96;763",20,1,"High School Graduate",0,0,1,"bur",1
"1953","cfrub",7,26,"96;763",20,1,"High School Graduate",0,0,1,"rub",1
"1954","cibox",7,21,"96;763",20,1,"High School Graduate",0,1,1,"box",1
"1955","cibur",5,10,"96;763",20,1,"High School Graduate",0,1,1,"bur",1
"1956","cispe",4,6,"96;763",20,1,"High School Graduate",0,1,1,"spe",1
"1957","fkaqu",7,4,"96;763",20,1,"High School Graduate",1,0,0,"aqu",1
"1958","fkboa",7,22,"96;763",20,1,"High School Graduate",1,0,0,"boa",1
"1959","fkbox",7,11,"96;763",20,1,"High School Graduate",1,0,0,"box",1
"1960","fkbur",7,19,"96;763",20,1,"High School Graduate",1,0,0,"bur",1
"1961","fkcar",7,3,"96;763",20,1,"High School Graduate",1,0,0,"car",1
"1962","fkspe",7,24,"96;763",20,1,"High School Graduate",1,0,0,"spe",1
"1963","fkswi",7,8,"96;763",20,1,"High School Graduate",1,0,0,"swi",1
"1964","flboa",7,31,"96;763",20,1,"High School Graduate",0,0,0,"boa",0
"1965","flcar",7,12,"96;763",20,1,"High School Graduate",0,0,0,"car",0
"1966","flche",7,29,"96;763",20,1,"High School Graduate",0,0,0,"che",0
"1967","flsha",7,5,"96;763",20,1,"High School Graduate",0,0,0,"sha",0
"1968","flswi",7,27,"96;763",20,1,"High School Graduate",0,0,0,"swi",0
"1969","ikbox",7,30,"96;763",20,1,"High School Graduate",1,1,0,"box",1
"1970","ikbur",7,28,"96;763",20,1,"High School Graduate",1,1,0,"bur",1
"1971","ikpon",7,32,"96;763",20,1,"High School Graduate",1,1,0,"pon",1
"1972","ikshi",1,16,"96;763",20,1,"High School Graduate",1,1,0,"shi",1
"1973","ikspe",7,14,"96;763",20,1,"High School Graduate",1,1,0,"spe",1
"1974","ilbox",7,2,"96;763",20,1,"High School Graduate",0,1,0,"box",0
"1975","ilche",7,20,"96;763",20,1,"High School Graduate",0,1,0,"che",0
"1976","ilpon",7,23,"96;763",20,1,"High School Graduate",0,1,0,"pon",0
"1977","ilsha",7,15,"96;763",20,1,"High School Graduate",0,1,0,"sha",0
"1978","ilshi",7,7,"96;763",20,1,"High School Graduate",0,1,0,"shi",0
"1979","ilswi",7,18,"96;763",20,1,"High School Graduate",0,1,0,"swi",0
"1980","nfrub",7,17,"96;763",20,1,"High School Graduate",1,0,0,"rub",1
"1981","cfaqu",5,2,"96;764",52,0,"Bachelor's Degree",0,0,1,"aqu",1
"1982","cfbur",5,31,"96;764",52,0,"Bachelor's Degree",0,0,1,"bur",1
"1983","cfrub",5,16,"96;764",52,0,"Bachelor's Degree",0,0,1,"rub",1
"1984","cibox",4,32,"96;764",52,0,"Bachelor's Degree",0,1,1,"box",1
"1985","cibur",4,4,"96;764",52,0,"Bachelor's Degree",0,1,1,"bur",1
"1986","cispe",4,9,"96;764",52,0,"Bachelor's Degree",0,1,1,"spe",1
"1987","fkaqu",5,29,"96;764",52,0,"Bachelor's Degree",1,0,0,"aqu",1
"1988","fkboa",5,12,"96;764",52,0,"Bachelor's Degree",1,0,0,"boa",1
"1989","fkbox",4,23,"96;764",52,0,"Bachelor's Degree",1,0,0,"box",1
"1990","fkbur",5,22,"96;764",52,0,"Bachelor's Degree",1,0,0,"bur",1
"1991","fkcar",3,27,"96;764",52,0,"Bachelor's Degree",1,0,0,"car",1
"1992","fkspe",5,19,"96;764",52,0,"Bachelor's Degree",1,0,0,"spe",1
"1993","fkswi",4,14,"96;764",52,0,"Bachelor's Degree",1,0,0,"swi",1
"1994","flboa",6,3,"96;764",52,0,"Bachelor's Degree",0,0,0,"boa",0
"1995","flcar",3,18,"96;764",52,0,"Bachelor's Degree",0,0,0,"car",0
"1996","flche",3,15,"96;764",52,0,"Bachelor's Degree",0,0,0,"che",0
"1997","flsha",5,30,"96;764",52,0,"Bachelor's Degree",0,0,0,"sha",0
"1998","flswi",3,5,"96;764",52,0,"Bachelor's Degree",0,0,0,"swi",0
"1999","ikbox",4,1,"96;764",52,0,"Bachelor's Degree",1,1,0,"box",1
"2000","ikbur",5,13,"96;764",52,0,"Bachelor's Degree",1,1,0,"bur",1
"2001","ikpon",3,20,"96;764",52,0,"Bachelor's Degree",1,1,0,"pon",1
"2002","ikshi",5,17,"96;764",52,0,"Bachelor's Degree",1,1,0,"shi",1
"2003","ikspe",5,28,"96;764",52,0,"Bachelor's Degree",1,1,0,"spe",1
"2004","ilbox",5,10,"96;764",52,0,"Bachelor's Degree",0,1,0,"box",0
"2005","ilche",5,6,"96;764",52,0,"Bachelor's Degree",0,1,0,"che",0
"2006","ilpon",3,11,"96;764",52,0,"Bachelor's Degree",0,1,0,"pon",0
"2007","ilsha",5,21,"96;764",52,0,"Bachelor's Degree",0,1,0,"sha",0
"2008","ilshi",3,26,"96;764",52,0,"Bachelor's Degree",0,1,0,"shi",0
"2009","ilswi",5,24,"96;764",52,0,"Bachelor's Degree",0,1,0,"swi",0
"2010","nfrub",5,7,"96;764",52,0,"Bachelor's Degree",1,0,0,"rub",1
"2011","cfaqu",7,20,"96;767",20,0,"Bachelor's Degree",0,0,1,"aqu",1
"2012","cfbur",5,32,"96;767",20,0,"Bachelor's Degree",0,0,1,"bur",1
"2013","cfrub",4,7,"96;767",20,0,"Bachelor's Degree",0,0,1,"rub",1
"2014","cibox",4,12,"96;767",20,0,"Bachelor's Degree",0,1,1,"box",1
"2015","cibur",5,23,"96;767",20,0,"Bachelor's Degree",0,1,1,"bur",1
"2016","cispe",4,27,"96;767",20,0,"Bachelor's Degree",0,1,1,"spe",1
"2017","fkaqu",7,29,"96;767",20,0,"Bachelor's Degree",1,0,0,"aqu",1
"2018","fkboa",4,11,"96;767",20,0,"Bachelor's Degree",1,0,0,"boa",1
"2019","fkbox",4,22,"96;767",20,0,"Bachelor's Degree",1,0,0,"box",1
"2020","fkbur",7,14,"96;767",20,0,"Bachelor's Degree",1,0,0,"bur",1
"2021","fkcar",4,30,"96;767",20,0,"Bachelor's Degree",1,0,0,"car",1
"2022","fkspe",4,9,"96;767",20,0,"Bachelor's Degree",1,0,0,"spe",1
"2023","fkswi",6,25,"96;767",20,0,"Bachelor's Degree",1,0,0,"swi",1
"2024","flboa",7,2,"96;767",20,0,"Bachelor's Degree",0,0,0,"boa",0
"2025","flcar",7,21,"96;767",20,0,"Bachelor's Degree",0,0,0,"car",0
"2026","flche",7,4,"96;767",20,0,"Bachelor's Degree",0,0,0,"che",0
"2027","flsha",7,28,"96;767",20,0,"Bachelor's Degree",0,0,0,"sha",0
"2028","flswi",7,6,"96;767",20,0,"Bachelor's Degree",0,0,0,"swi",0
"2029","ikbox",4,3,"96;767",20,0,"Bachelor's Degree",1,1,0,"box",1
"2030","ikbur",6,5,"96;767",20,0,"Bachelor's Degree",1,1,0,"bur",1
"2031","ikpon",6,1,"96;767",20,0,"Bachelor's Degree",1,1,0,"pon",1
"2032","ikshi",7,17,"96;767",20,0,"Bachelor's Degree",1,1,0,"shi",1
"2033","ikspe",5,19,"96;767",20,0,"Bachelor's Degree",1,1,0,"spe",1
"2034","ilbox",7,31,"96;767",20,0,"Bachelor's Degree",0,1,0,"box",0
"2035","ilche",7,13,"96;767",20,0,"Bachelor's Degree",0,1,0,"che",0
"2036","ilpon",7,10,"96;767",20,0,"Bachelor's Degree",0,1,0,"pon",0
"2037","ilsha",7,18,"96;767",20,0,"Bachelor's Degree",0,1,0,"sha",0
"2038","ilshi",7,26,"96;767",20,0,"Bachelor's Degree",0,1,0,"shi",0
"2039","ilswi",6,15,"96;767",20,0,"Bachelor's Degree",0,1,0,"swi",0
"2040","nfrub",6,16,"96;767",20,0,"Bachelor's Degree",1,0,0,"rub",1
"2041","cfaqu",7,31,"96;769",43,1,"Master's Degree",0,0,1,"aqu",1
"2042","cfbur",7,2,"96;769",43,1,"Master's Degree",0,0,1,"bur",1
"2043","cfrub",7,17,"96;769",43,1,"Master's Degree",0,0,1,"rub",1
"2044","cibox",2,1,"96;769",43,1,"Master's Degree",0,1,1,"box",1
